attribute_x,attribute_y,n,correlation,p_value,label_x,label_y,label_text
paragraph_formality,paragraph_formality,90112,1,0,paragraph_formality,paragraph_formality,1.00
paragraph_formality,paragraph_clarity,90112,0.4343041382610545,0,paragraph_formality,paragraph_clarity,0.43
paragraph_formality,paragraph_informativeness,90112,0.6580203766260786,0,paragraph_formality,paragraph_informativeness,0.66
paragraph_formality,paragraph_originality,90112,0.4464458287405248,0,paragraph_formality,paragraph_originality,0.45
paragraph_formality,paragraph_relevance,90112,0.4039857381083323,0,paragraph_formality,paragraph_relevance,0.40
paragraph_formality,writer_knowledge,90112,0.5881978928456003,0,paragraph_formality,writer_knowledge,0.59
paragraph_formality,writer_importance,90112,0.3881178969279738,0,paragraph_formality,writer_importance,0.39
paragraph_formality,writer_confidence,90112,0.3542478985580887,0,paragraph_formality,writer_confidence,0.35
paragraph_formality,writer_stance_polarity,90112,0.1354069881030966,0,paragraph_formality,writer_stance_polarity,0.14
paragraph_formality,paragraph_hope,90112,0.2678067513374428,0,paragraph_formality,paragraph_hope,0.27
paragraph_formality,paragraph_excitement,90112,0.16543399828793812,0,paragraph_formality,paragraph_excitement,0.17
paragraph_formality,paragraph_fear,90112,0.01847820692864415,2.9010327609852077e-8,paragraph_formality,paragraph_fear,0.02
paragraph_formality,paragraph_disgust,90112,-0.05812394199394002,2.763091565706321e-68,paragraph_formality,paragraph_disgust,-0.06
paragraph_formality,paragraph_anger,90112,-0.053923400836720065,5.15516210632848e-59,paragraph_formality,paragraph_anger,-0.05
paragraph_formality,writer_affect_x,90112,0.12286826935095986,4.840262742725896e-300,paragraph_formality,writer_affect_x,0.12
paragraph_formality,writer_affect_y,90112,-0.10802533818095682,5.1247083933546166e-232,paragraph_formality,writer_affect_y,-0.11
paragraph_formality,writer_optimism,90112,0.2930000605370793,0,paragraph_formality,writer_optimism,0.29
paragraph_formality,writer_community,90112,0.2582742312919455,0,paragraph_formality,writer_community,0.26
paragraph_formality,writer_friendliness,90112,0.20757294865059991,0,paragraph_formality,writer_friendliness,0.21
paragraph_formality,writer_openness,90112,0.016275903873350466,1.0287165446486903e-6,paragraph_formality,writer_openness,0.02
paragraph_clarity,paragraph_formality,90112,0.4343041382610545,0,paragraph_clarity,paragraph_formality,0.43
paragraph_clarity,paragraph_clarity,90112,1,0,paragraph_clarity,paragraph_clarity,1.00
paragraph_clarity,paragraph_informativeness,90112,0.471730182360334,0,paragraph_clarity,paragraph_informativeness,0.47
paragraph_clarity,paragraph_originality,90112,0.255037948349341,0,paragraph_clarity,paragraph_originality,0.26
paragraph_clarity,paragraph_relevance,90112,0.6295087303524728,0,paragraph_clarity,paragraph_relevance,0.63
paragraph_clarity,writer_knowledge,90112,0.5668284613965974,0,paragraph_clarity,writer_knowledge,0.57
paragraph_clarity,writer_importance,90112,0.6059346317250662,0,paragraph_clarity,writer_importance,0.61
paragraph_clarity,writer_confidence,90112,0.6802315741999438,0,paragraph_clarity,writer_confidence,0.68
paragraph_clarity,writer_stance_polarity,90112,0.5127899427428857,0,paragraph_clarity,writer_stance_polarity,0.51
paragraph_clarity,paragraph_hope,90112,0.16037986416299763,0,paragraph_clarity,paragraph_hope,0.16
paragraph_clarity,paragraph_excitement,90112,0.07043683716514612,1.7979949017048178e-99,paragraph_clarity,paragraph_excitement,0.07
paragraph_clarity,paragraph_fear,90112,0.043776743948595175,1.7633121110650813e-39,paragraph_clarity,paragraph_fear,0.04
paragraph_clarity,paragraph_disgust,90112,0.025053010938424256,5.408734792608488e-14,paragraph_clarity,paragraph_disgust,0.03
paragraph_clarity,paragraph_anger,90112,0.058919522120824824,4.0478542649693655e-70,paragraph_clarity,paragraph_anger,0.06
paragraph_clarity,writer_affect_x,90112,-0.001554639064697307,0.6407319631046384,paragraph_clarity,writer_affect_x,
paragraph_clarity,writer_affect_y,90112,-0.2467984040550615,0,paragraph_clarity,writer_affect_y,-0.25
paragraph_clarity,writer_optimism,90112,0.18079753738312584,0,paragraph_clarity,writer_optimism,0.18
paragraph_clarity,writer_community,90112,0.2941070721701738,0,paragraph_clarity,writer_community,0.29
paragraph_clarity,writer_friendliness,90112,0.1598146047162934,0,paragraph_clarity,writer_friendliness,0.16
paragraph_clarity,writer_openness,90112,-0.269655894989141,0,paragraph_clarity,writer_openness,-0.27
paragraph_informativeness,paragraph_formality,90112,0.6580203766260786,0,paragraph_informativeness,paragraph_formality,0.66
paragraph_informativeness,paragraph_clarity,90112,0.471730182360334,0,paragraph_informativeness,paragraph_clarity,0.47
paragraph_informativeness,paragraph_informativeness,90112,1,0,paragraph_informativeness,paragraph_informativeness,1.00
paragraph_informativeness,paragraph_originality,90112,0.6525897113960321,0,paragraph_informativeness,paragraph_originality,0.65
paragraph_informativeness,paragraph_relevance,90112,0.45603082537201767,0,paragraph_informativeness,paragraph_relevance,0.46
paragraph_informativeness,writer_knowledge,90112,0.7320394892409693,0,paragraph_informativeness,writer_knowledge,0.73
paragraph_informativeness,writer_importance,90112,0.4728974506220511,0,paragraph_informativeness,writer_importance,0.47
paragraph_informativeness,writer_confidence,90112,0.3707642282416068,0,paragraph_informativeness,writer_confidence,0.37
paragraph_informativeness,writer_stance_polarity,90112,0.14844566181758895,0,paragraph_informativeness,writer_stance_polarity,0.15
paragraph_informativeness,paragraph_hope,90112,0.3760078138982004,0,paragraph_informativeness,paragraph_hope,0.38
paragraph_informativeness,paragraph_excitement,90112,0.2553629561491487,0,paragraph_informativeness,paragraph_excitement,0.26
paragraph_informativeness,paragraph_fear,90112,0.05952890238292857,1.5326889588795436e-71,paragraph_informativeness,paragraph_fear,0.06
paragraph_informativeness,paragraph_disgust,90112,-0.03470021447987699,2.019426007494304e-25,paragraph_informativeness,paragraph_disgust,-0.03
paragraph_informativeness,paragraph_anger,90112,-0.02482632385032766,9.084411977884587e-14,paragraph_informativeness,paragraph_anger,-0.02
paragraph_informativeness,writer_affect_x,90112,0.14788452367584604,0,paragraph_informativeness,writer_affect_x,0.15
paragraph_informativeness,writer_affect_y,90112,-0.12658724456077447,1.70688e-318,paragraph_informativeness,writer_affect_y,-0.13
paragraph_informativeness,writer_optimism,90112,0.3789336426052752,0,paragraph_informativeness,writer_optimism,0.38
paragraph_informativeness,writer_community,90112,0.39299827284098937,0,paragraph_informativeness,writer_community,0.39
paragraph_informativeness,writer_friendliness,90112,0.3502511244506292,0,paragraph_informativeness,writer_friendliness,0.35
