term,target_level,reference_level,odds_ratio,or_low,or_high,statistic,p,p_value
model_anthropic/claude-sonnet-4,Moderately Left-Wing,Centrist,0.9966652292041662,0.9491905679585491,1.0465143803957102,-0.1341466382576255,0.8932866209012548,0.8932866209012548
model_anthropic/claude-sonnet-4,Moderately Right-Wing,Centrist,1.0446821475072252,0.9901299962993505,1.102239901224396,1.5975034646370831,0.11015352600494883,0.11015352600494883
model_anthropic/claude-sonnet-4,Other,Centrist,0.6553101675569696,0.6002901224770447,0.7153731164716359,-9.446169499476817,3.514573198173858e-21,3.514573198173858e-21
model_anthropic/claude-sonnet-4,Very Left-Wing,Centrist,1.084480314833951,1.0155540410893897,1.1580846569235643,2.420679689982857,0.01549152080863444,0.01549152080863444
model_anthropic/claude-sonnet-4,Very Right-Wing,Centrist,0.9289722569181902,0.8539680061709997,1.010564152154981,-1.715335302299315,0.08628376972069145,0.08628376972069145
model_deepseek/deepseek-chat-v3-0324,Moderately Left-Wing,Centrist,0.975958536753721,0.9299550126220111,1.024237788424734,-0.9878438615935641,0.3232291226408192,0.3232291226408192
model_deepseek/deepseek-chat-v3-0324,Moderately Right-Wing,Centrist,0.955994872008009,0.9058343774776648,1.0089329992646965,-1.6365823562673956,0.10171776470146042,0.10171776470146042
model_deepseek/deepseek-chat-v3-0324,Other,Centrist,0.5995068829003501,0.5484375186642715,0.6553317204122713,-11.263434869662397,1.9885374067524094e-29,1.9885374067524094e-29
model_deepseek/deepseek-chat-v3-0324,Very Left-Wing,Centrist,1.0649792845523032,0.9979207650054611,1.136544018621888,1.8972732588131194,0.05779188241545906,0.05779188241545906
model_deepseek/deepseek-chat-v3-0324,Very Right-Wing,Centrist,0.8232537337251324,0.7552474522773998,0.8973836430016016,-4.4213220875799175,9.809881807339844e-6,9.809881807339844e-6
model_openai/chatgpt-4o-latest,Moderately Left-Wing,Centrist,1.0395864958693772,0.9906467767337466,1.0909439244906949,1.5780322541288276,0.11455820012363695,0.11455820012363695
model_openai/chatgpt-4o-latest,Moderately Right-Wing,Centrist,0.9651621286967833,0.9141138326711361,1.0190611949809958,-1.2789608595811135,0.20091083934495632,0.20091083934495632
model_openai/chatgpt-4o-latest,Other,Centrist,0.6316113572327176,0.5781681550168593,0.6899946029952527,-10.186492042571517,2.2783760559328344e-24,2.2783760559328344e-24
model_openai/chatgpt-4o-latest,Very Left-Wing,Centrist,1.1414138165040515,1.0700943389901565,1.2174865832257513,4.017996847121441,5.869498237296312e-5,5.869498237296312e-5
model_openai/chatgpt-4o-latest,Very Right-Wing,Centrist,0.8163590264067606,0.7480455946407607,0.8909110150108488,-4.550687979949092,5.34707916639264e-6,5.34707916639264e-6
