attribute_x,attribute_y,n,correlation,p_value,label_x,label_y,label_text
paragraph_formality,paragraph_formality,23405,1,0,paragraph_formality,paragraph_formality,1.00
paragraph_formality,paragraph_clarity,23405,0.4533029465228509,0,paragraph_formality,paragraph_clarity,0.45
paragraph_formality,paragraph_informativeness,23405,0.6566130536199198,0,paragraph_formality,paragraph_informativeness,0.66
paragraph_formality,paragraph_originality,23405,0.43882488020295296,0,paragraph_formality,paragraph_originality,0.44
paragraph_formality,paragraph_relevance,23405,0.43211432258652493,0,paragraph_formality,paragraph_relevance,0.43
paragraph_formality,writer_knowledge,23405,0.58994547143721765,0,paragraph_formality,writer_knowledge,0.59
paragraph_formality,writer_importance,23405,0.40745624123705465,0,paragraph_formality,writer_importance,0.41
paragraph_formality,writer_confidence,23405,0.382568830351887,0,paragraph_formality,writer_confidence,0.38
paragraph_formality,writer_stance_polarity,23405,0.1767226203396234,1.68305519579056e-163,paragraph_formality,writer_stance_polarity,0.18
paragraph_formality,paragraph_hope,23405,0.25258707254947355,0,paragraph_formality,paragraph_hope,0.25
paragraph_formality,paragraph_excitement,23405,0.1472120165227871,1.6067055343248137e-113,paragraph_formality,paragraph_excitement,0.15
paragraph_formality,paragraph_fear,23405,0.04984983884145655,2.334635699814942e-14,paragraph_formality,paragraph_fear,0.05
paragraph_formality,paragraph_disgust,23405,-0.02845723055899474,1.3353332182712224e-5,paragraph_formality,paragraph_disgust,-0.03
paragraph_formality,paragraph_anger,23405,-0.013855723625680202,0.0340285585117406,paragraph_formality,paragraph_anger,
paragraph_formality,writer_affect_x,23405,0.08907418191579398,1.9213800663888637e-42,paragraph_formality,writer_affect_x,0.09
paragraph_formality,writer_affect_y,23405,-0.12675024299204182,2.025056618881351e-84,paragraph_formality,writer_affect_y,-0.13
paragraph_formality,writer_optimism,23405,0.28260238740645516,0,paragraph_formality,writer_optimism,0.28
paragraph_formality,writer_community,23405,0.27914892290597226,0,paragraph_formality,writer_community,0.28
paragraph_formality,writer_friendliness,23405,0.17444341197786226,2.6826479643942637e-159,paragraph_formality,writer_friendliness,0.17
paragraph_formality,writer_openness,23405,-0.03810368873516893,5.503928545725246e-9,paragraph_formality,writer_openness,-0.04
paragraph_clarity,paragraph_formality,23405,0.4533029465228509,0,paragraph_clarity,paragraph_formality,0.45
paragraph_clarity,paragraph_clarity,23405,1,0,paragraph_clarity,paragraph_clarity,1.00
paragraph_clarity,paragraph_informativeness,23405,0.485241747520275,0,paragraph_clarity,paragraph_informativeness,0.49
paragraph_clarity,paragraph_originality,23405,0.25648979596670046,0,paragraph_clarity,paragraph_originality,0.26
paragraph_clarity,paragraph_relevance,23405,0.6425398076845054,0,paragraph_clarity,paragraph_relevance,0.64
paragraph_clarity,writer_knowledge,23405,0.596619301876203,0,paragraph_clarity,writer_knowledge,0.60
paragraph_clarity,writer_importance,23405,0.6111779506455491,0,paragraph_clarity,writer_importance,0.61
paragraph_clarity,writer_confidence,23405,0.6994600092037229,0,paragraph_clarity,writer_confidence,0.70
paragraph_clarity,writer_stance_polarity,23405,0.538791927215461,0,paragraph_clarity,writer_stance_polarity,0.54
paragraph_clarity,paragraph_hope,23405,0.17146799110832733,6.726117035837894e-154,paragraph_clarity,paragraph_hope,0.17
paragraph_clarity,paragraph_excitement,23405,0.07618887956285098,1.7669267549946308e-31,paragraph_clarity,paragraph_excitement,0.08
paragraph_clarity,paragraph_fear,23405,0.05633995804531052,6.371962931798961e-18,paragraph_clarity,paragraph_fear,0.06
paragraph_clarity,paragraph_disgust,23405,0.04615601611222786,1.6101563107753278e-12,paragraph_clarity,paragraph_disgust,0.05
paragraph_clarity,paragraph_anger,23405,0.07130719208922649,9.009275428997455e-28,paragraph_clarity,paragraph_anger,0.07
paragraph_clarity,writer_affect_x,23405,-0.01980000781820791,0.002451393885281473,paragraph_clarity,writer_affect_x,
paragraph_clarity,writer_affect_y,23405,-0.26035188005773197,0,paragraph_clarity,writer_affect_y,-0.26
paragraph_clarity,writer_optimism,23405,0.20134992877498528,1.232738912865657e-212,paragraph_clarity,writer_optimism,0.20
paragraph_clarity,writer_community,23405,0.3163375089324686,0,paragraph_clarity,writer_community,0.32
paragraph_clarity,writer_friendliness,23405,0.1453565208018262,1.072774522450301e-110,paragraph_clarity,writer_friendliness,0.15
paragraph_clarity,writer_openness,23405,-0.3114752967098728,0,paragraph_clarity,writer_openness,-0.31
paragraph_informativeness,paragraph_formality,23405,0.6566130536199198,0,paragraph_informativeness,paragraph_formality,0.66
paragraph_informativeness,paragraph_clarity,23405,0.485241747520275,0,paragraph_informativeness,paragraph_clarity,0.49
paragraph_informativeness,paragraph_informativeness,23405,1,0,paragraph_informativeness,paragraph_informativeness,1.00
paragraph_informativeness,paragraph_originality,23405,0.6490090695634372,0,paragraph_informativeness,paragraph_originality,0.65
paragraph_informativeness,paragraph_relevance,23405,0.4778228749124826,0,paragraph_informativeness,paragraph_relevance,0.48
paragraph_informativeness,writer_knowledge,23405,0.7335817231299153,0,paragraph_informativeness,writer_knowledge,0.73
paragraph_informativeness,writer_importance,23405,0.507505326437525,0,paragraph_informativeness,writer_importance,0.51
paragraph_informativeness,writer_confidence,23405,0.42371091978913694,0,paragraph_informativeness,writer_confidence,0.42
paragraph_informativeness,writer_stance_polarity,23405,0.20157750954809286,4.0240644849424354e-213,paragraph_informativeness,writer_stance_polarity,0.20
paragraph_informativeness,paragraph_hope,23405,0.3661679039056976,0,paragraph_informativeness,paragraph_hope,0.37
paragraph_informativeness,paragraph_excitement,23405,0.2562816491739963,0,paragraph_informativeness,paragraph_excitement,0.26
paragraph_informativeness,paragraph_fear,23405,0.11089826820030353,6.082232100733405e-65,paragraph_informativeness,paragraph_fear,0.11
paragraph_informativeness,paragraph_disgust,23405,0.019300817953562397,0.003148139498941255,paragraph_informativeness,paragraph_disgust,
paragraph_informativeness,paragraph_anger,23405,0.031037955562243733,2.0413003402150005e-6,paragraph_informativeness,paragraph_anger,0.03
paragraph_informativeness,writer_affect_x,23405,0.10999143512567976,6.578549961339418e-64,paragraph_informativeness,writer_affect_x,0.11
paragraph_informativeness,writer_affect_y,23405,-0.1498351021734334,1.4101227444288918e-117,paragraph_informativeness,writer_affect_y,-0.15
