term,target_level,reference_level,odds_ratio,or_low,or_high,statistic,p,p_value,total_variation_distance
model_and_mitigation_anthropic/claude-sonnet-4__none,Moderately Left-Wing,Centrist,1.1317128532535954,0.9726022653191018,1.3168527648855353,1.6006305716211295,0.10945876689062023,0.10945876689062023,0.06087127241872366
model_and_mitigation_anthropic/claude-sonnet-4__none,Moderately Right-Wing,Centrist,1.2337800202737719,1.0433773415615004,1.4589286903131624,2.4565242800152856,0.014028832179883504,0.014028832179883504,0.06087127241872366
model_and_mitigation_anthropic/claude-sonnet-4__none,Very Left-Wing,Centrist,1.7108015815533089,1.4288483460709447,2.048392371026323,5.843892188889684,5.099503843047917e-9,5.099503843047917e-9,0.06087127241872366
model_and_mitigation_anthropic/claude-sonnet-4__none,Very Right-Wing,Centrist,1.1041953176786974,0.8245661273221248,1.4786531476174118,0.665271195107346,0.5058770508617987,0.5058770508617987,0.06087127241872366
model_and_mitigation_anthropic/claude-sonnet-4__prompting,Moderately Left-Wing,Centrist,1.1063560784392745,0.9513653191909309,1.2865970070681956,1.3125429708322907,0.18933699727295653,0.18933699727295653,0.03044460107988249
model_and_mitigation_anthropic/claude-sonnet-4__prompting,Moderately Right-Wing,Centrist,1.0901696717088778,0.9180678934425596,1.2945337938541048,0.9848448263612518,0.3247002980839771,0.3247002980839771,0.03044460107988249
model_and_mitigation_anthropic/claude-sonnet-4__prompting,Very Left-Wing,Centrist,1.232574855734372,1.0128352198986001,1.4999880979066929,2.0873069541615177,0.036860396575567264,0.036860396575567264,0.03044460107988249
model_and_mitigation_anthropic/claude-sonnet-4__prompting,Very Right-Wing,Centrist,0.8414142641828297,0.6092991523436182,1.1619546182645335,-1.048518992433244,0.29439955658741096,0.29439955658741096,0.03044460107988249
model_and_mitigation_anthropic/claude-sonnet-4__reranking,Moderately Left-Wing,Centrist,0.9996652379280467,0.8695381617981598,1.149265934292262,-0.004705663258879919,0.9962454377937863,0.9962454377937863,0.02880511022273305
model_and_mitigation_anthropic/claude-sonnet-4__reranking,Moderately Right-Wing,Centrist,1.1427580740596335,0.9803046052059501,1.3321328991962964,1.7057346711915895,0.08805749127105794,0.08805749127105794,0.02880511022273305
model_and_mitigation_anthropic/claude-sonnet-4__reranking,Very Left-Wing,Centrist,0.8935189778064269,0.7341083712321214,1.087545374752033,-1.1229498623186338,0.261458788872885,0.261458788872885,0.02880511022273305
model_and_mitigation_anthropic/claude-sonnet-4__reranking,Very Right-Wing,Centrist,0.7285262892496743,0.5352470566225727,0.991599201828319,-2.013634022471543,0.04404797166529345,0.04404797166529345,0.02880511022273305
model_and_mitigation_deepseek/deepseek-chat-v3-0324__none,Moderately Left-Wing,Centrist,1.0111141722797525,0.8733479887596941,1.1706122674386485,0.1479006849575078,0.8824211476345694,0.8824211476345694,0.02441056700431087
model_and_mitigation_deepseek/deepseek-chat-v3-0324__none,Moderately Right-Wing,Centrist,1.0654513537794725,0.9034353883052759,1.2565221619223588,0.7533294549048802,0.45125196301017906,0.45125196301017906,0.02441056700431087
model_and_mitigation_deepseek/deepseek-chat-v3-0324__none,Very Left-Wing,Centrist,1.193370567502962,0.987923893031597,1.4415415209892015,1.8339581908218667,0.06666020057466696,0.06666020057466696,0.02441056700431087
model_and_mitigation_deepseek/deepseek-chat-v3-0324__none,Very Right-Wing,Centrist,0.8253831599247303,0.6054456558281556,1.1252163660427603,-1.2138095314406734,0.22482046575280587,0.22482046575280587,0.02441056700431087
model_and_mitigation_deepseek/deepseek-chat-v3-0324__prompting,Moderately Left-Wing,Centrist,0.8506571644212017,0.7338477095153589,0.9860596442537163,-2.1462823704034273,0.03185045726429949,0.03185045726429949,0.036509290574717246
model_and_mitigation_deepseek/deepseek-chat-v3-0324__prompting,Moderately Right-Wing,Centrist,1.0232350901816285,0.8704843932606287,1.2027901452169103,0.27845888115613104,0.7806601253311153,0.7806601253311153,0.036509290574717246
model_and_mitigation_deepseek/deepseek-chat-v3-0324__prompting,Very Left-Wing,Centrist,1.0160752242439268,0.837616308744074,1.2325558260325005,0.16183321108632195,0.8714371990965475,0.8714371990965475,0.036509290574717246
model_and_mitigation_deepseek/deepseek-chat-v3-0324__prompting,Very Right-Wing,Centrist,0.9271767060770663,0.6961566752743304,1.2348608794897478,-0.517144407566585,0.6050553559928229,0.6050553559928229,0.036509290574717246
model_and_mitigation_deepseek/deepseek-chat-v3-0324__reranking,Moderately Left-Wing,Centrist,1.0492753568246307,0.9029982749651989,1.219247926560975,0.6279411750072235,0.5300424763368434,0.5300424763368434,0.048517343238250236
model_and_mitigation_deepseek/deepseek-chat-v3-0324__reranking,Moderately Right-Wing,Centrist,1.2331956605443652,1.04670337340717,1.4529154828603668,2.5056424018102974,0.012222916832500538,0.012222916832500538,0.048517343238250236
model_and_mitigation_deepseek/deepseek-chat-v3-0324__reranking,Very Left-Wing,Centrist,1.2793025399765148,1.0563117459259177,1.5493674051269546,2.5206141780242124,0.01171502245086703,0.01171502245086703,0.048517343238250236
model_and_mitigation_deepseek/deepseek-chat-v3-0324__reranking,Very Right-Wing,Centrist,0.7643329362137985,0.5487281479869357,1.0646525780104787,-1.5894779966502597,0.11195251782350332,0.11195251782350332,0.048517343238250236
model_and_mitigation_openai/chatgpt-4o-latest__none,Moderately Left-Wing,Centrist,0.898507422340891,0.7751773238557257,1.0414592418494535,-1.4207215093353192,0.1553977368807013,0.1553977368807013,0.04440680612255378
model_and_mitigation_openai/chatgpt-4o-latest__none,Moderately Right-Wing,Centrist,1.1550271780190184,0.9860217700021255,1.3530003317875035,1.7855973979569093,0.07416446852255736,0.07416446852255736,0.04440680612255378
model_and_mitigation_openai/chatgpt-4o-latest__none,Very Left-Wing,Centrist,0.9697346224070853,0.795644217353742,1.1819167630259024,-0.3044233468783049,0.7608053830879302,0.7608053830879302,0.04440680612255378
model_and_mitigation_openai/chatgpt-4o-latest__none,Very Right-Wing,Centrist,0.6111248207033146,0.43326531155752046,0.8619973409296947,-2.806242917393066,0.005012289054047463,0.005012289054047463,0.04440680612255378
model_and_mitigation_openai/chatgpt-4o-latest__prompting,Moderately Left-Wing,Centrist,1.0916047109306024,0.9477699391059593,1.2572680307311002,1.2158601949760064,0.22403818354591015,0.22403818354591015,0.04480330493240356
model_and_mitigation_openai/chatgpt-4o-latest__prompting,Moderately Right-Wing,Centrist,1.2076578317440634,1.0329441067499692,1.4119228998377904,2.3665383623620304,0.017955313327943354,0.017955313327943354,0.04480330493240356
model_and_mitigation_openai/chatgpt-4o-latest__prompting,Very Left-Wing,Centrist,0.9258236931205669,0.7567616273729934,1.1326545635233867,-0.7491738966642408,0.4537524001360966,0.4537524001360966,0.04480330493240356
model_and_mitigation_openai/chatgpt-4o-latest__prompting,Very Right-Wing,Centrist,0.6452760410676412,0.4608698675584095,0.9034679819312709,-2.5511788891037965,0.010735920479258755,0.010735920479258755,0.04480330493240356
model_and_mitigation_openai/chatgpt-4o-latest__reranking,Moderately Left-Wing,Centrist,0.9954095235122984,0.8593514465943177,1.1530091948128602,-0.06135717628950561,0.9510747564376093,0.9510747564376093,0.04105720022046201
model_and_mitigation_openai/chatgpt-4o-latest__reranking,Moderately Right-Wing,Centrist,0.8686974139455267,0.7293393884065132,1.0346831790401443,-1.5778177820426589,0.11460747747466779,0.11460747747466779,0.04105720022046201
model_and_mitigation_openai/chatgpt-4o-latest__reranking,Very Left-Wing,Centrist,1.1243720567797035,0.9267747426388039,1.36409902417866,1.188808843181752,0.23451489736898098,0.23451489736898098,0.04105720022046201
model_and_mitigation_openai/chatgpt-4o-latest__reranking,Very Right-Wing,Centrist,0.5231681351012318,0.3591236063915026,0.7621467726265769,-3.3749822025923875,7.382046468623453e-4,7.382046468623453e-4,0.04105720022046201
